Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,DaysSinceEnrolled,YearsSinceEnrolled,Age,AgeGroup,MntTotal,MntRegularProds,Children,HasChildren,AcceptedCmpTotal,HasAcceptedCmp,NumTotalPurchases
PhD,Single,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,403,1,31,31-45,1779,1728,0,0,1,1,16
Master,Partner,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,206,0,32,31-45,1804,1767,0,0,2,1,26
Graduation,Partner,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,358,0,54,46-60,48,39,2,1,0,0,5
Graduation,Single,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,115,0,62,61+,83,60,2,1,0,0,5
Graduation,Single,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,264,0,39,31-45,1862,1835,0,0,3,1,17
PhD,Partner,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,643,1,51,46-60,793,661,2,1,0,0,19
Graduation,Partner,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,506,1,44,31-45,84,52,1,1,0,0,6
PhD,Partner,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,313,0,66,61+,183,182,1,1,0,0,9
2n Cycle,Single,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,8,0,56,46-60,1383,1329,0,0,0,0,18
Graduation,Partner,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,83,0,70,61+,999,961,0,0,1,1,14
Master,Single,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,523,1,51,46-60,825,810,1,1,0,0,21
Graduation,Single,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,672,1,42,31-45,246,216,1,1,1,1,10
Master,Partner,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,467,1,48,46-60,610,540,2,1,0,0,17
Master,Single,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,585,1,46,46-60,76,68,1,1,0,0,6
Graduation,Partner,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,488,1,43,31-45,1286,1226,1,1,1,1,18
Master,Partner,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,195,0,39,31-45,30,20,1,1,1,1,3
Graduation,Partner,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,544,1,50,46-60,99,89,3,1,0,0,6
Graduation,Single,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,646,1,36,31-45,1192,982,0,0,1,1,22
Graduation,Partner,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,212,0,39,31-45,362,335,1,1,0,0,13
Graduation,Partner,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,689,1,31,31-45,2130,1889,0,0,1,1,18
2n Cycle,Single,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,680,1,43,31-45,1229,1110,0,0,2,1,26
PhD,Partner,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,647,1,57,46-60,38,37,2,1,0,0,4
Master,Partner,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,343,0,63,61+,485,438,0,0,0,0,15
Basic,Partner,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,601,1,63,61+,434,290,0,0,0,0,11
Graduation,Single,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,472,1,44,31-45,44,39,1,1,0,0,4
PhD,Partner,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,583,1,42,31-45,496,492,1,1,1,1,16
2n Cycle,Partner,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,386,1,45,31-45,78,44,2,1,0,0,5
Master,Partner,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,504,1,42,31-45,2346,2136,0,0,3,1,22
Graduation,Partner,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,546,1,43,31-45,794,669,0,0,0,0,19
Graduation,Partner,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,297,0,58,46-60,17,14,0,0,0,0,3
Graduation,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,333,0,43,31-45,26,25,1,1,0,0,4
2n Cycle,Partner,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,103,0,41,31-45,76,68,1,1,0,0,6
PhD,Single,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,204,0,37,31-45,15,10,2,1,0,0,3
PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,78,0,51,46-60,62,61,2,1,0,0,5
Master,Partner,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,92,0,60,46-60,198,150,1,1,0,0,8
PhD,Partner,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,247,0,36,31-45,49,39,1,1,0,0,4
Graduation,Partner,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,370,1,48,46-60,802,724,1,1,1,1,20
Graduation,Partner,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,130,0,68,61+,1736,1641,0,0,1,1,14
Graduation,Single,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,549,1,36,31-45,57,32,2,1,0,0,6
Graduation,Partner,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,482,1,61,61+,2302,2130,0,0,3,1,18
2n Cycle,Partner,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,131,0,29,18-30,37,27,0,0,0,0,5
Graduation,Single,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,489,1,44,31-45,310,261,2,1,0,0,11
Graduation,Partner,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,605,1,35,31-45,1305,1233,0,0,1,1,18
Graduation,Partner,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,366,1,48,46-60,832,778,1,1,0,0,21
Graduation,Partner,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,452,1,38,31-45,401,337,2,1,0,0,13
PhD,Partner,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,37,0,49,46-60,1501,1487,0,0,2,1,22
Graduation,Partner,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,166,0,32,31-45,1189,1143,0,0,4,1,27
Graduation,Partner,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,342,0,42,31-45,1194,1040,1,1,0,0,25
PhD,Partner,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,149,0,54,46-60,656,650,1,1,0,0,19
Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,583,1,58,46-60,1540,1497,0,0,0,0,22
Master,Partner,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,307,0,49,46-60,311,297,1,1,0,0,12
2n Cycle,Partner,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,235,0,59,46-60,820,783,1,1,0,0,21
2n Cycle,Partner,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,169,0,25,18-30,274,262,1,1,0,0,11
PhD,Single,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,435,1,52,46-60,57,54,2,1,0,0,6
Graduation,Partner,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,271,0,49,46-60,448,358,1,1,0,0,13
2n Cycle,Partner,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,19,0,41,31-45,44,39,2,1,0,0,4
Graduation,Partner,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,335,0,42,31-45,102,75,2,1,0,0,6
Graduation,Partner,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,148,0,30,18-30,61,41,1,1,0,0,4
Master,Partner,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,433,1,54,46-60,1643,1505,0,0,0,0,26
Master,Partner,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,388,1,56,46-60,397,309,1,1,0,0,12
Graduation,Partner,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,173,0,46,46-60,1121,987,1,1,1,1,24
Graduation,Single,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,664,1,37,31-45,473,297,2,1,1,1,12
Basic,Partner,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,92,0,40,31-45,50,46,1,1,0,0,6
Master,Partner,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,500,1,52,46-60,1678,1473,1,1,0,0,22
Graduation,Partner,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,72,0,32,31-45,58,51,0,0,0,0,6
PhD,Partner,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,277,0,39,31-45,170,152,1,1,0,0,8
Master,Single,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,199,0,32,31-45,373,111,0,0,0,0,2
PhD,Partner,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,224,0,69,61+,1196,1099,0,0,1,1,16
Graduation,Partner,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,114,0,35,31-45,101,55,1,1,0,0,6
Graduation,Partner,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,564,1,45,31-45,316,316,2,1,0,0,12
Graduation,Partner,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,284,0,52,46-60,1400,1232,1,1,2,1,18
Graduation,Single,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,335,0,66,61+,1424,1331,0,0,0,0,26
Master,Partner,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,680,1,36,31-45,844,769,1,1,3,1,19
Graduation,Partner,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,285,0,39,31-45,311,270,1,1,0,0,11
Graduation,Partner,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,417,1,32,31-45,1149,1117,0,0,0,0,16
Master,Partner,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,70,0,31,31-45,129,115,0,0,0,0,7
Graduation,Single,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,256,0,62,61+,32,29,1,1,0,0,4
Graduation,Single,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,690,1,32,31-45,299,263,1,1,0,0,11
Graduation,Partner,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,31,0,52,46-60,320,305,1,1,1,1,12
Master,Partner,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,585,1,37,31-45,441,339,1,1,0,0,13
Master,Partner,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,636,1,65,61+,1178,1144,2,1,1,1,17
Graduation,Partner,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,498,1,24,18-30,85,67,0,0,0,0,5
Basic,Single,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,466,1,32,31-45,24,19,1,1,0,0,3
Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,494,1,39,31-45,112,70,1,1,0,0,6
2n Cycle,Partner,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,504,1,55,46-60,30,24,1,1,0,0,4
PhD,Partner,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,374,1,31,31-45,410,399,0,0,0,0,14
Graduation,Partner,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,302,0,38,31-45,800,762,1,1,1,1,21
PhD,Single,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,422,1,52,46-60,1313,1301,0,0,0,0,19
PhD,Partner,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,456,1,58,46-60,1483,1469,0,0,0,0,22
Graduation,Single,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,251,0,21,18-30,1258,1118,0,0,0,0,16
Graduation,Partner,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,598,1,27,18-30,28,17,1,1,0,0,3
Graduation,Partner,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,153,0,49,46-60,227,221,1,1,0,0,10
Graduation,Partner,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,597,1,32,31-45,1555,1460,0,0,1,1,19
Graduation,Single,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,469,1,52,46-60,861,808,1,1,0,0,21
Graduation,Partner,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,433,1,36,31-45,103,70,1,1,1,1,6
PhD,Single,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,62,0,68,61+,634,605,0,0,0,0,18
Graduation,Single,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,182,0,51,46-60,1918,1900,0,0,0,0,18
Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,268,0,43,31-45,131,119,2,1,0,0,7
Graduation,Partner,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,641,1,46,46-60,586,498,2,1,0,0,16
Basic,Partner,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,218,0,22,18-30,62,40,1,1,1,1,5
Graduation,Single,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,395,1,40,31-45,447,397,2,1,0,0,14
2n Cycle,Partner,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,698,1,64,61+,939,911,0,0,0,0,26
2n Cycle,Single,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,339,0,37,31-45,797,774,1,1,1,1,11
Master,Single,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,663,1,56,46-60,1143,1061,1,1,0,0,15
Graduation,Single,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,234,0,38,31-45,415,389,1,1,0,0,14
Graduation,Partner,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,216,0,41,31-45,30,23,1,1,0,0,4
Master,Single,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,185,0,46,46-60,187,182,1,1,0,0,9
Graduation,Partner,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,47,0,56,46-60,251,221,1,1,0,0,10
Graduation,Single,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,61,0,39,31-45,237,220,1,1,0,0,10
2n Cycle,Partner,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,186,0,54,46-60,91,90,2,1,0,0,6
Master,Single,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,419,1,49,46-60,35,32,3,1,0,0,4
PhD,Single,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,633,1,54,46-60,493,489,1,1,1,1,16
PhD,Partner,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,483,1,45,31-45,971,883,1,1,0,0,23
Graduation,Single,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,574,1,54,46-60,371,344,1,1,0,0,13
Graduation,Single,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,181,0,39,31-45,396,389,3,1,0,0,14
Graduation,Partner,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,313,0,29,18-30,68,37,1,1,1,1,5
Master,Partner,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,369,1,43,31-45,322,298,1,1,1,1,12
Master,Single,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,55,0,59,46-60,222,184,1,1,0,0,9
2n Cycle,Partner,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,361,0,58,46-60,177,149,2,1,0,0,8
Graduation,Partner,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,631,1,41,31-45,45,41,1,1,0,0,5
Graduation,Partner,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,165,0,66,61+,1899,1780,0,0,2,1,20
2n Cycle,Partner,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,313,0,38,31-45,22,20,2,1,0,0,4
Graduation,Partner,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,560,1,34,31-45,41,39,2,1,0,0,4
Graduation,Partner,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,58,0,35,31-45,1440,1360,0,0,0,0,20
Master,Partner,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,261,0,42,31-45,325,254,2,1,0,0,11
Graduation,Partner,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,269,0,41,31-45,95,59,1,1,0,0,7
PhD,Partner,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,119,0,42,31-45,42,39,1,1,0,0,4
2n Cycle,Single,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,597,1,39,31-45,72,43,2,1,0,0,4
PhD,Partner,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,45,0,42,31-45,20,20,1,1,0,0,5
Master,Partner,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,334,0,58,46-60,789,774,2,1,0,0,21
Graduation,Single,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,38,0,40,31-45,15,14,2,1,0,0,3
Graduation,Single,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,142,0,42,31-45,59,57,1,1,0,0,6
Master,Single,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,1,46,46-60,908,777,1,1,0,0,21
PhD,Partner,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,566,1,45,31-45,417,308,2,1,0,0,12
Graduation,Partner,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,673,1,53,46-60,289,254,2,1,0,0,11
Graduation,Partner,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,92,0,42,31-45,769,712,1,1,0,0,20
Graduation,Partner,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,69,0,61,61+,188,147,1,1,0,0,8
Graduation,Single,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,685,1,57,46-60,354,265,1,1,0,0,11
Master,Partner,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,625,1,44,31-45,727,713,1,1,0,0,20
PhD,Partner,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,691,1,47,46-60,146,117,2,1,0,0,7
Master,Partner,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,444,1,63,61+,319,304,1,1,0,0,12
Master,Partner,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,194,0,61,61+,794,751,1,1,0,0,20
Graduation,Partner,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,659,1,64,61+,454,437,1,1,0,0,15
PhD,Single,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,661,1,61,61+,152,121,2,1,0,0,7
PhD,Partner,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,639,1,37,31-45,797,782,1,1,0,0,21
Graduation,Partner,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,405,1,42,31-45,1690,1610,1,1,3,1,14
Master,Partner,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,131,0,45,31-45,20,16,2,1,0,0,3
Graduation,Partner,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,158,0,70,61+,1428,1402,0,0,1,1,20
Graduation,Single,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,501,1,24,18-30,209,154,1,1,0,0,8
Graduation,Single,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,384,1,35,31-45,545,445,1,1,0,0,15
Basic,Partner,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,529,1,48,46-60,96,50,0,0,0,0,5
Graduation,Partner,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,126,0,66,61+,222,181,0,0,0,0,9
Graduation,Partner,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,105,0,42,31-45,61,44,3,1,0,0,5
Graduation,Partner,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,152,0,41,31-45,44,43,2,1,0,0,6
PhD,Partner,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,79,0,42,31-45,8,8,3,1,0,0,3
2n Cycle,Single,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,259,0,42,31-45,817,571,0,0,0,0,22
Graduation,Single,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,595,1,48,46-60,1371,1270,1,1,1,1,19
PhD,Partner,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,133,0,45,31-45,42,39,1,1,0,0,4
Graduation,Partner,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,1,55,46-60,60,41,0,0,0,0,4
Graduation,Partner,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,421,1,44,31-45,78,66,1,1,0,0,6
PhD,Partner,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,442,1,40,31-45,23,16,1,1,0,0,3
PhD,Partner,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,286,0,42,31-45,19,18,1,1,0,0,3
2n Cycle,Single,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,91,0,56,46-60,61,48,2,1,0,0,5
Graduation,Single,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,482,1,42,31-45,449,375,0,0,0,0,13
Master,Partner,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,450,1,31,31-45,37,27,1,1,0,0,4
2n Cycle,Single,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,136,0,41,31-45,38,28,1,1,0,0,4
Graduation,Partner,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,192,0,29,18-30,1131,1089,0,0,2,1,22
Graduation,Single,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,188,0,41,31-45,34,32,2,1,0,0,5
Graduation,Single,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,242,0,47,46-60,294,292,2,1,0,0,12
2n Cycle,Partner,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,421,1,35,31-45,48,32,2,1,1,1,4
Graduation,Partner,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,673,1,53,46-60,289,254,2,1,0,0,11
2n Cycle,Partner,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,520,1,28,18-30,30,20,0,0,0,0,3
